Modelo,N_parametros,R2_train,R2_test,RMSE_train,RMSE_test,MAE_train,MAE_test
Backward AIC,34,0.36961263397138433,-0.24744381414315542,35.95656345127571,69.33295315577628,4.537887567700932,6.697361914414221
