Modelo,Rsquared
Backward AIC,0.36220817456022314
Backward AIC,0.3696793194636283
Backward AIC,0.37503794133050616
Backward AIC,0.3342052907634465
Backward AIC,0.35600544283046587
Backward AIC,0.3550947072544026
Backward AIC,0.39015966562587023
Backward AIC,0.33418914981329306
Backward AIC,0.3755773174726793
Backward AIC,0.37437470623448765
Backward AIC,0.3303684332331317
Backward AIC,0.38230506998236036
Stepwise BIC,0.3478947209809854
Stepwise BIC,0.32723046348429763
Stepwise BIC,0.347808711152363
Stepwise BIC,0.39563211226099415
Stepwise BIC,0.3806233338627123
Stepwise BIC,0.35484264510997454
Stepwise BIC,0.33930343586080924
Stepwise BIC,0.38381963192113333
Stepwise BIC,0.378069011241735
Stepwise BIC,0.340297467347941
Stepwise BIC,0.3231597389249188
Stepwise BIC,0.336216240244798
Stepwise BIC,0.3775157298142975
Stepwise BIC,0.3852461360184518
Stepwise BIC,0.3715323750909748
Stepwise BIC,0.3841299823573957
Stepwise BIC,0.3577052567357021
Stepwise BIC,0.364719784522914
Stepwise BIC,0.3553578007866627
Stepwise BIC,0.3434156637065776
Stepwise BIC,0.33158514995497157
Stepwise BIC,0.3970578115848712
Stepwise BIC,0.3758907888790338
Stepwise BIC,0.34510836314830606
Stepwise BIC,0.34190505429667306
Stepwise BIC,0.3829337074675341
Stepwise BIC,0.3610328346170245
Stepwise BIC,0.3516029934826461
Stepwise BIC,0.35490382999187964
Stepwise BIC,0.3541629459041724
Stepwise BIC,0.36330296135024565
Stepwise BIC,0.36426896798217256
Stepwise BIC,0.348380711516714
Stepwise BIC,0.34771473814876264
Stepwise BIC,0.37051274519479627
Stepwise BIC,0.3209120760991363
Stepwise BIC,0.3872211185501242
Stepwise BIC,0.38489843584254024
Stepwise BIC,0.33040910310753635
Stepwise BIC,0.3740189334648719
Stepwise BIC,0.3426388254266307
Stepwise BIC,0.37060914920717447
Stepwise BIC,0.36086100757030704
Stepwise BIC,0.3582202672967586
Stepwise BIC,0.368746288045366
Stepwise BIC,0.3387753089966603
Stepwise BIC,0.37930073917903206
Stepwise BIC,0.36650513572082033
Stepwise BIC,0.377207259204525
Stepwise BIC,0.32700903741521137
Stepwise BIC,0.3862369910507122
Stepwise BIC,0.34236524266053125
Stepwise BIC,0.32105207723329354
Stepwise BIC,0.38614541623281284
Stepwise BIC,0.37200482305092986
Stepwise BIC,0.3487377434193262
Stepwise BIC,0.38407139825002357
Stepwise BIC,0.33323013311473404
Stepwise BIC,0.3305955998541551
Stepwise BIC,0.3971988041644601
Stepwise BIC,0.3600470954484313
Stepwise BIC,0.3563439237656306
Stepwise BIC,0.3619050342690888
Stepwise BIC,0.34899466033659454
Stepwise BIC,0.36858490210872175
Stepwise BIC,0.34675183541334287
Stepwise BIC,0.379191076816601
Stepwise BIC,0.39213821222547074
Stepwise BIC,0.32896224022438514
Stepwise BIC,0.36136336542841796
Stepwise BIC,0.34896673163104697
Stepwise BIC,0.3688214945508429
Stepwise BIC,0.3588697337266177
Stepwise BIC,0.371072449005742
Stepwise BIC,0.3550743430354223
Stepwise BIC,0.3336130748864654
Stepwise BIC,0.3665351096873757
Stepwise BIC,0.3721615538976323
Stepwise BIC,0.35901933906190875
Stepwise BIC,0.37073006006568143
Stepwise BIC,0.3487206214988201
Stepwise BIC,0.3380217350348267
Stepwise BIC,0.3687816918076595
Stepwise BIC,0.39184117709820243
Stepwise BIC,0.35683113459239146
Stepwise BIC,0.3595846957987491
Stepwise BIC,0.37435046965588914
Stepwise BIC,0.33965576808509623
Stepwise BIC,0.36332481889266255
Stepwise BIC,0.3672028496591422
Stepwise BIC,0.3726734833655059
Stepwise BIC,0.3326657103880444
Stepwise BIC,0.3514635959515243
Stepwise BIC,0.35585217190379503
Stepwise BIC,0.38923171152737124
Stepwise BIC,0.33157762884198183
Stepwise BIC,0.3727458387986422
Stepwise BIC,0.3768996032570182
Stepwise BIC,0.32695465240287447
Stepwise BIC,0.3795977147770371
Backward BIC,0.34789472098098584
Backward BIC,0.32723046348429763
Backward BIC,0.3478087111523632
Backward BIC,0.3956321122609927
Backward BIC,0.38062333386270797
Backward BIC,0.3548426451099742
Backward BIC,0.3393034358608088
Backward BIC,0.38381963192113266
Backward BIC,0.37806901124173475
Backward BIC,0.34029746734794086
Backward BIC,0.32315973892491723
Backward BIC,0.3362162402447977
Backward BIC,0.3775157298142976
Backward BIC,0.3852461360184525
Backward BIC,0.3715323750909746
Backward BIC,0.3841299823573957
Backward BIC,0.35770525673570264
Backward BIC,0.3647197845229142
Backward BIC,0.35535780078666246
Backward BIC,0.34341566370657783
Backward BIC,0.33158514995496335
Backward BIC,0.39705781158487063
Backward BIC,0.3758907888790325
Backward BIC,0.3451083631483084
Backward BIC,0.34190505429667306
Backward BIC,0.38293370746753674
Backward BIC,0.36103283461702373
Backward BIC,0.35160299348264556
Backward BIC,0.354903829991878
Backward BIC,0.3541629459041735
Backward BIC,0.3633029613502471
Backward BIC,0.3642689679821728
Backward BIC,0.34838071151671335
Backward BIC,0.34771473814876486
Backward BIC,0.3705127451947964
Backward BIC,0.3209120760991361
Backward BIC,0.38722111855012376
Backward BIC,0.38489843584254013
Backward BIC,0.3304091031075371
Backward BIC,0.3740189334648717
Backward BIC,0.3426388254266315
Backward BIC,0.37060914920717425
Backward BIC,0.36086100757030704
Backward BIC,0.35822026729675815
Backward BIC,0.36874628804536547
Backward BIC,0.3387753089966583
Backward BIC,0.3793007391790316
Backward BIC,0.36650513572082066
Backward BIC,0.37720725920452114
Backward BIC,0.32700903741521203
Backward BIC,0.3862369910507125
Backward BIC,0.34236524266053114
Backward BIC,0.32105207723329166
Backward BIC,0.38614541623281207
Backward BIC,0.37200482305093063
Backward BIC,0.3487377434193266
Backward BIC,0.3840713982500208
Backward BIC,0.3332301331147344
Backward BIC,0.33059559985415554
Backward BIC,0.3971988041644603
Backward BIC,0.36004709544843116
Backward BIC,0.3563439237656305
Backward BIC,0.36190503426908616
Backward BIC,0.34899466033659343
Backward BIC,0.36858490210872197
Backward BIC,0.3467518354133414
Backward BIC,0.3791910768166009
Backward BIC,0.3921382122254705
Backward BIC,0.3289622402243869
Backward BIC,0.3613633654284183
Backward BIC,0.3489667316310473
Backward BIC,0.3688214945508438
Backward BIC,0.3588697337266187
Backward BIC,0.37107244900574166
Backward BIC,0.3550743430354242
Backward BIC,0.3336130748864653
Backward BIC,0.366535109687375
Backward BIC,0.3721615538976323
Backward BIC,0.3590193390619084
Backward BIC,0.370730060065681
Backward BIC,0.3487206214988203
Backward BIC,0.3380217350348267
Backward BIC,0.3687816918076574
Backward BIC,0.391841177098204
Backward BIC,0.35683113459239113
Backward BIC,0.3595846957987492
Backward BIC,0.3743504696558878
Backward BIC,0.33965576808509623
Backward BIC,0.3633248188926651
Backward BIC,0.36720284965914196
Backward BIC,0.37267348336550676
Backward BIC,0.33266571038804393
Backward BIC,0.35146359595152477
Backward BIC,0.35585217190379526
Backward BIC,0.38923171152737024
Backward BIC,0.3315776288419837
Backward BIC,0.3727458387986423
Backward BIC,0.37689960325701777
Backward BIC,0.3269546524028738
Backward BIC,0.37959771477703763
