variable,coef,std_err,t,p_value,tipo
SUPERFICIE,5.017058312483741e-05,8.850417059804393e-06,5.668725302527862,1.5008269772441897e-08,continua
CCAA_Cataluña,6.50873654542528,0.3602056202261123,18.069503028130274,3.0862103603544416e-71,categórica (dummy vs referencia)
